signal,method,sample_idx,value
vib_inner_race_007,IMP_INTERP_COMPOSITE,282,-0.0131033
vib_inner_race_007,IMP_INTERP_COMPOSITE,283,-0.0645412
vib_inner_race_007,IMP_INTERP_COMPOSITE,284,-0.115979
vib_inner_race_007,IMP_INTERP_COMPOSITE,285,0.103796
vib_inner_race_007,IMP_INTERP_COMPOSITE,286,0.0634308
vib_inner_race_007,IMP_INTERP_COMPOSITE,287,0.0230657
vib_inner_race_007,IMP_INTERP_COMPOSITE,288,-0.0172995
vib_inner_race_007,IMP_INTERP_COMPOSITE,289,-0.0576647
vib_inner_race_007,IMP_INTERP_COMPOSITE,290,-0.0980298
vib_inner_race_007,IMP_INTERP_COMPOSITE,291,-0.138395
vib_inner_race_007,IMP_INTERP_COMPOSITE,292,-0.0437278
vib_inner_race_007,IMP_INTERP_COMPOSITE,293,0.0509394
vib_inner_race_007,IMP_INTERP_COMPOSITE,294,0.145607
vib_inner_race_007,IMP_INTERP_COMPOSITE,295,0.240274
vib_inner_race_007,IMP_INTERP_COMPOSITE,296,0.334941
vib_inner_race_007,IMP_INTERP_COMPOSITE,297,0.107532
vib_inner_race_007,IMP_INTERP_COMPOSITE,298,-0.119877
vib_inner_race_007,IMP_INTERP_COMPOSITE,299,-0.153826
vib_inner_race_007,IMP_INTERP_COMPOSITE,300,-0.187775
vib_inner_race_007,IMP_INTERP_COMPOSITE,301,-0.221724
vib_inner_race_007,IMP_INTERP_COMPOSITE,302,-0.255673
vib_inner_race_007,IMP_INTERP_COMPOSITE,303,-0.068954
vib_inner_race_007,IMP_INTERP_COMPOSITE,304,0.117765
vib_inner_race_007,IMP_INTERP_COMPOSITE,305,0.0630245
vib_inner_race_007,IMP_INTERP_COMPOSITE,306,0.008284
vib_inner_race_007,IMP_INTERP_COMPOSITE,307,-0.0464565
vib_inner_race_007,IMP_INTERP_COMPOSITE,308,-0.101197
vib_inner_race_007,IMP_INTERP_COMPOSITE,309,0.003736
vib_inner_race_007,IMP_INTERP_COMPOSITE,310,0.108669
vib_inner_race_007,IMP_INTERP_COMPOSITE,311,-0.059668
vib_inner_race_007,IMP_INTERP_COMPOSITE,312,-0.228005
vib_inner_race_007,IMP_INTERP_COMPOSITE,313,-0.396342
vib_inner_race_007,IMP_INTERP_COMPOSITE,314,0.381885
vib_inner_race_007,IMP_INTERP_COMPOSITE,315,1.16011
vib_inner_race_007,IMP_INTERP_COMPOSITE,316,0.51297
vib_inner_race_007,IMP_INTERP_COMPOSITE,317,-0.134171
vib_inner_race_007,IMP_INTERP_COMPOSITE,318,-0.131003
vib_inner_race_007,IMP_INTERP_COMPOSITE,319,-0.127836
vib_inner_race_007,IMP_INTERP_COMPOSITE,320,-0.124669
vib_inner_race_007,IMP_INTERP_COMPOSITE,321,-0.121501
vib_inner_race_007,IMP_INTERP_COMPOSITE,322,-0.7524
vib_inner_race_007,IMP_INTERP_COMPOSITE,323,-0.44962
vib_inner_race_007,IMP_INTERP_COMPOSITE,324,0.955768
vib_inner_race_007,IMP_INTERP_COMPOSITE,325,0.538635
vib_inner_race_007,IMP_INTERP_COMPOSITE,326,-0.794958
vib_inner_race_007,IMP_INTERP_COMPOSITE,327,-0.313662
vib_inner_race_007,IMP_INTERP_COMPOSITE,328,0.563812
vib_inner_race_007,IMP_INTERP_COMPOSITE,329,0.019492
vib_inner_race_007,IMP_INTERP_COMPOSITE,330,-0.524828
vib_inner_race_007,IMP_INTERP_COMPOSITE,331,-0.156425
vib_inner_race_007,IMP_INTERP_COMPOSITE,332,0.211978
vib_inner_race_007,IMP_INTERP_COMPOSITE,333,0.249555
vib_inner_race_007,IMP_INTERP_COMPOSITE,334,0.287131
vib_inner_race_007,IMP_INTERP_COMPOSITE,335,0.324708
vib_inner_race_007,IMP_INTERP_COMPOSITE,336,-0.169745
vib_inner_race_007,IMP_INTERP_COMPOSITE,337,0.080243
vib_inner_race_007,IMP_INTERP_COMPOSITE,338,0.330231
vib_inner_race_007,IMP_INTERP_COMPOSITE,339,-0.359956
vib_inner_race_007,IMP_INTERP_COMPOSITE,340,-0.408199
vib_inner_race_007,IMP_INTERP_COMPOSITE,341,0.294332
vib_inner_race_007,IMP_INTERP_COMPOSITE,342,0.220912
vib_inner_race_007,IMP_INTERP_COMPOSITE,343,-0.369865
vib_inner_race_007,IMP_INTERP_COMPOSITE,344,-0.0314315
vib_inner_race_007,IMP_INTERP_COMPOSITE,345,0.307002
vib_inner_race_007,IMP_INTERP_COMPOSITE,346,0.0662735
vib_inner_race_007,IMP_INTERP_COMPOSITE,347,-0.174455
vib_inner_race_007,IMP_INTERP_COMPOSITE,348,0.086415
vib_inner_race_007,IMP_INTERP_COMPOSITE,349,-0.061482
vib_inner_race_007,IMP_INTERP_COMPOSITE,350,-0.209379
vib_inner_race_007,IMP_INTERP_COMPOSITE,351,0.0323245
vib_inner_race_007,IMP_INTERP_COMPOSITE,352,0.274028
vib_inner_race_007,IMP_INTERP_COMPOSITE,353,0.194638
vib_inner_race_007,IMP_INTERP_COMPOSITE,354,0.115248
vib_inner_race_007,IMP_INTERP_COMPOSITE,355,0.0358573
vib_inner_race_007,IMP_INTERP_COMPOSITE,356,-0.043533
vib_inner_race_007,IMP_INTERP_COMPOSITE,357,0.195409
vib_inner_race_007,IMP_INTERP_COMPOSITE,358,0.137745
vib_inner_race_007,IMP_INTERP_COMPOSITE,359,0.0800803
vib_inner_race_007,IMP_INTERP_COMPOSITE,360,0.022416
vib_inner_race_007,IMP_INTERP_COMPOSITE,361,-0.0352483
vib_inner_race_007,IMP_INTERP_COMPOSITE,362,-0.0929127
vib_inner_race_007,IMP_INTERP_COMPOSITE,363,-0.150577
vib_inner_race_007,IMP_INTERP_COMPOSITE,364,0.268343
vib_inner_race_007,IMP_INTERP_COMPOSITE,365,0.0564465
vib_inner_race_007,IMP_INTERP_COMPOSITE,366,-0.15545
vib_inner_race_007,IMP_INTERP_COMPOSITE,367,0.084954
vib_inner_race_007,IMP_INTERP_COMPOSITE,368,-0.048324
vib_inner_race_007,IMP_INTERP_COMPOSITE,369,-0.181602
vib_inner_race_007,IMP_INTERP_COMPOSITE,370,0.025015
vib_inner_race_007,IMP_INTERP_COMPOSITE,371,0.231632
vib_inner_race_007,IMP_INTERP_COMPOSITE,372,-0.212952
vib_inner_race_007,IMP_INTERP_COMPOSITE,373,0.0726085
vib_inner_race_007,IMP_INTERP_COMPOSITE,374,0.358169
vib_inner_race_007,IMP_INTERP_COMPOSITE,375,0.077725
vib_inner_race_007,IMP_INTERP_COMPOSITE,376,-0.202719
vib_inner_race_007,IMP_INTERP_COMPOSITE,377,0.023228
vib_inner_race_007,IMP_INTERP_COMPOSITE,378,0.249175
vib_inner_race_007,IMP_INTERP_COMPOSITE,379,-0.0934
vib_inner_race_007,IMP_INTERP_COMPOSITE,380,-0.0460014
vib_inner_race_007,IMP_INTERP_COMPOSITE,381,0.0013972
vib_inner_race_007,IMP_INTERP_COMPOSITE,382,0.0487958
vib_inner_race_007,IMP_INTERP_COMPOSITE,383,0.0961944
vib_inner_race_007,IMP_INTERP_COMPOSITE,384,0.143593
vib_inner_race_007,IMP_INTERP_COMPOSITE,385,-0.131654
vib_inner_race_007,IMP_INTERP_COMPOSITE,386,-0.4069
vib_inner_race_007,IMP_INTERP_COMPOSITE,387,-0.0743953
vib_inner_race_007,IMP_INTERP_COMPOSITE,388,0.258109
vib_inner_race_007,IMP_INTERP_COMPOSITE,389,0.590614
vib_inner_race_007,IMP_INTERP_COMPOSITE,390,0.195653
vib_inner_race_007,IMP_INTERP_COMPOSITE,391,-0.199308
vib_inner_race_007,IMP_INTERP_COMPOSITE,392,0.187613
vib_inner_race_007,IMP_INTERP_COMPOSITE,393,-0.0540095
vib_inner_race_007,IMP_INTERP_COMPOSITE,394,-0.295632
vib_inner_race_007,IMP_INTERP_COMPOSITE,395,0.325358
vib_inner_race_007,IMP_INTERP_COMPOSITE,396,-0.377174
vib_inner_race_007,IMP_INTERP_COMPOSITE,397,-0.267368
vib_inner_race_007,IMP_INTERP_COMPOSITE,398,0.879261
vib_inner_race_007,IMP_INTERP_COMPOSITE,399,0.358494
vib_inner_race_007,IMP_INTERP_COMPOSITE,400,-0.599061
vib_inner_race_007,IMP_INTERP_COMPOSITE,401,-0.0407715
vib_inner_race_007,IMP_INTERP_COMPOSITE,402,0.517518
vib_inner_race_007,IMP_INTERP_COMPOSITE,403,-0.372789
vib_inner_race_007,IMP_INTERP_COMPOSITE,404,-0.708542
vib_inner_race_007,IMP_INTERP_COMPOSITE,405,0.228871
vib_inner_race_007,IMP_INTERP_COMPOSITE,406,-0.0151875
vib_inner_race_007,IMP_INTERP_COMPOSITE,407,-0.259246
vib_inner_race_007,IMP_INTERP_COMPOSITE,408,0.497864
vib_inner_race_007,IMP_INTERP_COMPOSITE,409,0.207755
vib_inner_race_007,IMP_INTERP_COMPOSITE,410,-0.602959
vib_inner_race_007,IMP_INTERP_COMPOSITE,411,0.0121825
vib_inner_race_007,IMP_INTERP_COMPOSITE,412,0.627324
vib_inner_race_007,IMP_INTERP_COMPOSITE,413,-0.348098
vib_inner_race_007,IMP_INTERP_COMPOSITE,414,-0.38692
vib_inner_race_007,IMP_INTERP_COMPOSITE,415,0.621314
vib_inner_race_007,IMP_INTERP_COMPOSITE,416,0.423468
vib_inner_race_007,IMP_INTERP_COMPOSITE,417,-0.408362
vib_inner_race_007,IMP_INTERP_COMPOSITE,418,-0.01868
vib_inner_race_007,IMP_INTERP_COMPOSITE,419,0.371002
vib_inner_race_007,IMP_INTERP_COMPOSITE,420,-0.154801
vib_inner_race_007,IMP_INTERP_COMPOSITE,421,0.026477
vib_inner_race_007,IMP_INTERP_COMPOSITE,422,0.207755
vib_inner_race_007,IMP_INTERP_COMPOSITE,423,-0.314312
vib_inner_race_007,IMP_INTERP_COMPOSITE,424,-0.023228
vib_inner_race_007,IMP_INTERP_COMPOSITE,425,0.267856
vib_inner_race_007,IMP_INTERP_COMPOSITE,426,0.0434515
vib_inner_race_007,IMP_INTERP_COMPOSITE,427,-0.180953
vib_inner_race_007,IMP_INTERP_COMPOSITE,428,0.141643
vib_inner_race_007,IMP_INTERP_COMPOSITE,429,-0.0205485
vib_inner_race_007,IMP_INTERP_COMPOSITE,430,-0.18274
vib_inner_race_007,IMP_INTERP_COMPOSITE,431,0.099329
vib_inner_race_007,IMP_INTERP_COMPOSITE,432,0.381398
vib_inner_race_007,IMP_INTERP_COMPOSITE,433,-0.072121
vib_inner_race_007,IMP_INTERP_COMPOSITE,434,0.115004
vib_inner_race_007,IMP_INTERP_COMPOSITE,435,0.302129
vib_inner_race_007,IMP_INTERP_COMPOSITE,436,-0.076507
vib_inner_race_007,IMP_INTERP_COMPOSITE,437,0.104608
vib_inner_race_007,IMP_INTERP_COMPOSITE,438,0.285723
vib_inner_race_007,IMP_INTERP_COMPOSITE,439,0.0211165
vib_inner_race_007,IMP_INTERP_COMPOSITE,440,-0.24349
vib_inner_race_007,IMP_INTERP_COMPOSITE,441,-0.0401215
vib_inner_race_007,IMP_INTERP_COMPOSITE,442,0.163247
vib_inner_race_007,IMP_INTERP_COMPOSITE,443,-0.391794
vib_inner_race_007,IMP_INTERP_COMPOSITE,444,0.012426
vib_inner_race_007,IMP_INTERP_COMPOSITE,445,0.416646
vib_inner_race_007,IMP_INTERP_COMPOSITE,446,0.0079595
vib_inner_race_007,IMP_INTERP_COMPOSITE,447,-0.400727
vib_inner_race_007,IMP_INTERP_COMPOSITE,448,0.101847
vib_inner_race_007,IMP_INTERP_COMPOSITE,449,-0.040771
vib_inner_race_007,IMP_INTERP_COMPOSITE,450,-0.183389
vib_inner_race_007,IMP_INTERP_COMPOSITE,451,-0.154106
vib_inner_race_007,IMP_INTERP_COMPOSITE,452,-0.124824
vib_inner_race_007,IMP_INTERP_COMPOSITE,453,-0.0955411
vib_inner_race_007,IMP_INTERP_COMPOSITE,454,-0.0662585
vib_inner_race_007,IMP_INTERP_COMPOSITE,455,-0.0369758
vib_inner_race_007,IMP_INTERP_COMPOSITE,456,-0.00769318
vib_inner_race_007,IMP_INTERP_COMPOSITE,457,0.0215895
vib_inner_race_007,IMP_INTERP_COMPOSITE,458,0.0508721
vib_inner_race_007,IMP_INTERP_COMPOSITE,459,0.0801547
vib_inner_race_007,IMP_INTERP_COMPOSITE,460,0.109437
vib_inner_race_007,IMP_INTERP_COMPOSITE,461,0.13872
vib_inner_race_007,IMP_INTERP_COMPOSITE,462,-0.209135
vib_inner_race_007,IMP_INTERP_COMPOSITE,463,-0.55699
vib_inner_race_007,IMP_INTERP_COMPOSITE,464,-0.485194
vib_inner_race_007,IMP_INTERP_COMPOSITE,465,0.166009
vib_inner_race_007,IMP_INTERP_COMPOSITE,466,0.157765
vib_inner_race_007,IMP_INTERP_COMPOSITE,467,0.149522
vib_inner_race_007,IMP_INTERP_COMPOSITE,468,0.141278
vib_inner_race_007,IMP_INTERP_COMPOSITE,469,0.133034
vib_inner_race_007,IMP_INTERP_COMPOSITE,470,0.654289
vib_inner_race_007,IMP_INTERP_COMPOSITE,471,0.021929
vib_inner_race_007,IMP_INTERP_COMPOSITE,472,-0.610431
vib_inner_race_007,IMP_INTERP_COMPOSITE,473,-0.041421
vib_inner_race_007,IMP_INTERP_COMPOSITE,474,0.527589
vib_inner_race_007,IMP_INTERP_COMPOSITE,475,0.061238
vib_inner_race_007,IMP_INTERP_COMPOSITE,476,-0.405113
vib_inner_race_007,IMP_INTERP_COMPOSITE,477,0.0047105
vib_inner_race_007,IMP_INTERP_COMPOSITE,478,0.414534
vib_inner_race_007,IMP_INTERP_COMPOSITE,479,0.260968
vib_inner_race_007,IMP_INTERP_COMPOSITE,480,0.107402
vib_inner_race_007,IMP_INTERP_COMPOSITE,481,-0.046164
vib_inner_race_007,IMP_INTERP_COMPOSITE,482,-0.19973
vib_inner_race_007,IMP_INTERP_COMPOSITE,483,-0.353296
vib_inner_race_007,IMP_INTERP_COMPOSITE,484,-0.206812
vib_inner_race_007,IMP_INTERP_COMPOSITE,485,-0.060328
vib_inner_race_007,IMP_INTERP_COMPOSITE,486,0.086156
vib_inner_race_007,IMP_INTERP_COMPOSITE,487,0.23264
vib_inner_race_007,IMP_INTERP_COMPOSITE,488,0.379124
vib_inner_race_007,IMP_INTERP_COMPOSITE,489,0.054091
vib_inner_race_007,IMP_INTERP_COMPOSITE,490,0.156831
vib_inner_race_007,IMP_INTERP_COMPOSITE,491,0.259571
vib_inner_race_007,IMP_INTERP_COMPOSITE,492,0.0005685
vib_inner_race_007,IMP_INTERP_COMPOSITE,493,-0.258434
vib_inner_race_007,IMP_INTERP_COMPOSITE,494,0.117928
vib_inner_race_007,IMP_INTERP_COMPOSITE,495,0.49429
vib_inner_race_007,IMP_INTERP_COMPOSITE,496,0.185013
vib_inner_race_007,IMP_INTERP_COMPOSITE,497,-0.124263
vib_inner_race_007,IMP_INTERP_COMPOSITE,498,0.050436
vib_inner_race_007,IMP_INTERP_COMPOSITE,499,0.225135
vib_inner_race_007,IMP_INTERP_COMPOSITE,500,0.0239863
vib_inner_race_007,IMP_INTERP_COMPOSITE,501,-0.177162
vib_inner_race_007,IMP_INTERP_COMPOSITE,502,-0.378311
vib_inner_race_007,IMP_INTERP_COMPOSITE,503,-0.120364
vib_inner_race_007,IMP_INTERP_COMPOSITE,504,0.137583
vib_inner_race_007,IMP_INTERP_COMPOSITE,505,0.162825
vib_inner_race_007,IMP_INTERP_COMPOSITE,506,0.188068
vib_inner_race_007,IMP_INTERP_COMPOSITE,507,0.21331
vib_inner_race_007,IMP_INTERP_COMPOSITE,508,0.238553
vib_inner_race_007,IMP_INTERP_COMPOSITE,509,0.263795
vib_inner_race_007,IMP_INTERP_COMPOSITE,510,0.054741
vib_inner_race_007,IMP_INTERP_COMPOSITE,511,-0.154313
vib_inner_race_007,IMP_INTERP_COMPOSITE,512,-0.159688
vib_inner_race_007,IMP_INTERP_COMPOSITE,513,-0.165063
vib_inner_race_007,IMP_INTERP_COMPOSITE,514,-0.170439
vib_inner_race_007,IMP_INTERP_COMPOSITE,515,-0.175814
vib_inner_race_007,IMP_INTERP_COMPOSITE,516,-0.181189
vib_inner_race_007,IMP_INTERP_COMPOSITE,517,-0.186564
vib_inner_race_007,IMP_INTERP_COMPOSITE,518,-0.191939
vib_inner_race_007,IMP_INTERP_COMPOSITE,519,-0.197314
vib_inner_race_007,IMP_INTERP_COMPOSITE,520,-0.20269
vib_inner_race_007,IMP_INTERP_COMPOSITE,521,-0.208065
vib_inner_race_007,IMP_INTERP_COMPOSITE,522,-0.21344
vib_inner_race_007,IMP_INTERP_COMPOSITE,523,-0.129071
vib_inner_race_007,IMP_INTERP_COMPOSITE,524,-0.0447024
vib_inner_race_007,IMP_INTERP_COMPOSITE,525,0.0396664
vib_inner_race_007,IMP_INTERP_COMPOSITE,526,0.124035
vib_inner_race_007,IMP_INTERP_COMPOSITE,527,0.208404
vib_inner_race_007,IMP_INTERP_COMPOSITE,528,0.1548
vib_inner_race_007,IMP_INTERP_COMPOSITE,529,0.101197
vib_inner_race_007,IMP_INTERP_COMPOSITE,530,0.0475932
vib_inner_race_007,IMP_INTERP_COMPOSITE,531,-0.0060104
vib_inner_race_007,IMP_INTERP_COMPOSITE,532,-0.059614
vib_inner_race_007,IMP_INTERP_COMPOSITE,533,0.0682227
vib_inner_race_007,IMP_INTERP_COMPOSITE,534,0.196059
vib_inner_race_007,IMP_INTERP_COMPOSITE,535,0.323896
vib_inner_race_007,IMP_INTERP_COMPOSITE,536,-0.262008
vib_inner_race_007,IMP_INTERP_COMPOSITE,537,-0.847911
vib_inner_race_007,IMP_INTERP_COMPOSITE,538,-0.366697
vib_inner_race_007,IMP_INTERP_COMPOSITE,539,0.114517
vib_inner_race_007,IMP_INTERP_COMPOSITE,540,0.0620505
vib_inner_race_007,IMP_INTERP_COMPOSITE,541,0.009584
vib_inner_race_007,IMP_INTERP_COMPOSITE,542,-0.0428825
vib_inner_race_007,IMP_INTERP_COMPOSITE,543,-0.095349
vib_inner_race_007,IMP_INTERP_COMPOSITE,544,0.447184
vib_inner_race_007,IMP_INTERP_COMPOSITE,545,0.098111
vib_inner_race_007,IMP_INTERP_COMPOSITE,546,-1.11495
vib_inner_race_007,IMP_INTERP_COMPOSITE,547,-0.415347
vib_inner_race_007,IMP_INTERP_COMPOSITE,548,1.13006
vib_inner_race_007,IMP_INTERP_COMPOSITE,549,0.434514
vib_inner_race_007,IMP_INTERP_COMPOSITE,550,-0.683365
vib_inner_race_007,IMP_INTERP_COMPOSITE,551,0.125806
vib_inner_race_007,IMP_INTERP_COMPOSITE,552,0.934977
vib_inner_race_007,IMP_INTERP_COMPOSITE,553,0.307571
vib_inner_race_007,IMP_INTERP_COMPOSITE,554,-0.319835
vib_inner_race_007,IMP_INTERP_COMPOSITE,555,-0.323489
vib_inner_race_007,IMP_INTERP_COMPOSITE,556,-0.327144
vib_inner_race_007,IMP_INTERP_COMPOSITE,557,0.10867
vib_inner_race_007,IMP_INTERP_COMPOSITE,558,0.544483
vib_inner_race_007,IMP_INTERP_COMPOSITE,559,0.067573
vib_inner_race_007,IMP_INTERP_COMPOSITE,560,-0.409337
vib_inner_race_007,IMP_INTERP_COMPOSITE,561,0.634634
vib_inner_race_007,IMP_INTERP_COMPOSITE,562,0.405763
vib_inner_race_007,IMP_INTERP_COMPOSITE,563,-0.641619
vib_inner_race_007,IMP_INTERP_COMPOSITE,564,-0.423306
vib_inner_race_007,IMP_INTERP_COMPOSITE,565,0.459691
vib_inner_race_007,IMP_INTERP_COMPOSITE,566,0.0111265
vib_inner_race_007,IMP_INTERP_COMPOSITE,567,-0.437438
vib_inner_race_007,IMP_INTERP_COMPOSITE,568,-0.009015
vib_inner_race_007,IMP_INTERP_COMPOSITE,569,0.419408
vib_inner_race_007,IMP_INTERP_COMPOSITE,570,0.035248
vib_inner_race_007,IMP_INTERP_COMPOSITE,571,0.175267
vib_inner_race_007,IMP_INTERP_COMPOSITE,572,0.315287
vib_inner_race_007,IMP_INTERP_COMPOSITE,573,0.169014
vib_inner_race_007,IMP_INTERP_COMPOSITE,574,0.022741
vib_inner_race_007,IMP_INTERP_COMPOSITE,575,-0.123532
vib_inner_race_007,IMP_INTERP_COMPOSITE,576,-0.269805
vib_inner_race_007,IMP_INTERP_COMPOSITE,577,0.01535
vib_inner_race_007,IMP_INTERP_COMPOSITE,578,0.300505
vib_inner_race_007,IMP_INTERP_COMPOSITE,579,0.069116
vib_inner_race_007,IMP_INTERP_COMPOSITE,580,-0.162273
vib_inner_race_007,IMP_INTERP_COMPOSITE,581,0.252911
vib_inner_race_007,IMP_INTERP_COMPOSITE,582,0.156814
vib_inner_race_007,IMP_INTERP_COMPOSITE,583,0.0607178
vib_inner_race_007,IMP_INTERP_COMPOSITE,584,-0.0353788
vib_inner_race_007,IMP_INTERP_COMPOSITE,585,-0.131475
vib_inner_race_007,IMP_INTERP_COMPOSITE,586,-0.227572
vib_inner_race_007,IMP_INTERP_COMPOSITE,587,-0.118383
vib_inner_race_007,IMP_INTERP_COMPOSITE,588,-0.009194
vib_inner_race_007,IMP_INTERP_COMPOSITE,589,0.099995
vib_inner_race_007,IMP_INTERP_COMPOSITE,590,0.209184
vib_inner_race_007,IMP_INTERP_COMPOSITE,591,0.318373
vib_inner_race_007,IMP_INTERP_COMPOSITE,592,-0.001949
vib_inner_race_007,IMP_INTERP_COMPOSITE,593,-0.322271
vib_inner_race_007,IMP_INTERP_COMPOSITE,594,-0.029888
vib_inner_race_007,IMP_INTERP_COMPOSITE,595,0.262495
vib_inner_race_007,IMP_INTERP_COMPOSITE,596,0.03736
vib_inner_race_007,IMP_INTERP_COMPOSITE,597,-0.187775
vib_inner_race_007,IMP_INTERP_COMPOSITE,598,-0.0965514
vib_inner_race_007,IMP_INTERP_COMPOSITE,599,-0.0053278
vib_inner_race_007,IMP_INTERP_COMPOSITE,600,0.0858958
vib_inner_race_007,IMP_INTERP_COMPOSITE,601,0.177119
vib_inner_race_007,IMP_INTERP_COMPOSITE,602,0.268343
vib_inner_race_007,IMP_INTERP_COMPOSITE,603,-0.0184365
vib_inner_race_007,IMP_INTERP_COMPOSITE,604,-0.305216
vib_inner_race_007,IMP_INTERP_COMPOSITE,605,-0.188669
vib_inner_race_007,IMP_INTERP_COMPOSITE,606,-0.0721215
vib_inner_race_007,IMP_INTERP_COMPOSITE,607,0.0444257
vib_inner_race_007,IMP_INTERP_COMPOSITE,608,0.160973
vib_inner_race_007,IMP_INTERP_COMPOSITE,609,0.000379
vib_inner_race_007,IMP_INTERP_COMPOSITE,610,-0.160215
vib_inner_race_007,IMP_INTERP_COMPOSITE,611,-0.320809
vib_inner_race_007,IMP_INTERP_COMPOSITE,612,-0.122909
vib_inner_race_007,IMP_INTERP_COMPOSITE,613,0.074991
vib_inner_race_007,IMP_INTERP_COMPOSITE,614,0.272891
vib_inner_race_007,IMP_INTERP_COMPOSITE,615,0.088527
vib_inner_race_007,IMP_INTERP_COMPOSITE,616,-0.095837
vib_inner_race_007,IMP_INTERP_COMPOSITE,617,0.0531975
vib_inner_race_007,IMP_INTERP_COMPOSITE,618,0.202232
vib_inner_race_007,IMP_INTERP_COMPOSITE,619,-0.143836
vib_inner_race_007,IMP_INTERP_COMPOSITE,620,-0.489904
vib_inner_race_007,IMP_INTERP_COMPOSITE,621,-0.0117765
vib_inner_race_007,IMP_INTERP_COMPOSITE,622,0.466351
vib_inner_race_007,IMP_INTERP_COMPOSITE,623,0.186719
vib_inner_race_007,IMP_INTERP_COMPOSITE,624,-0.092913
vib_inner_race_007,IMP_INTERP_COMPOSITE,625,-0.105312
vib_inner_race_007,IMP_INTERP_COMPOSITE,626,-0.117711
vib_inner_race_007,IMP_INTERP_COMPOSITE,627,-0.130111
vib_inner_race_007,IMP_INTERP_COMPOSITE,628,-0.14251
vib_inner_race_007,IMP_INTERP_COMPOSITE,629,-0.154909
vib_inner_race_007,IMP_INTERP_COMPOSITE,630,-0.167308
vib_inner_race_007,IMP_INTERP_COMPOSITE,631,0.191836
vib_inner_race_007,IMP_INTERP_COMPOSITE,632,0.55098
vib_inner_race_007,IMP_INTERP_COMPOSITE,633,0.113704
vib_inner_race_007,IMP_INTERP_COMPOSITE,634,-0.323571
vib_inner_race_007,IMP_INTERP_COMPOSITE,635,-0.039066
vib_inner_race_007,IMP_INTERP_COMPOSITE,636,0.245439
vib_inner_race_007,IMP_INTERP_COMPOSITE,637,-0.419083
vib_inner_race_007,IMP_INTERP_COMPOSITE,638,-0.443448
vib_inner_race_007,IMP_INTERP_COMPOSITE,639,0.191186
vib_inner_race_007,IMP_INTERP_COMPOSITE,640,0.120007
vib_inner_race_007,IMP_INTERP_COMPOSITE,641,0.048828
vib_inner_race_007,IMP_INTERP_COMPOSITE,642,-0.022351
vib_inner_race_007,IMP_INTERP_COMPOSITE,643,-0.09353
vib_inner_race_007,IMP_INTERP_COMPOSITE,644,-0.164709
vib_inner_race_007,IMP_INTERP_COMPOSITE,645,0.230983
vib_inner_race_007,IMP_INTERP_COMPOSITE,646,0.110564
vib_inner_race_007,IMP_INTERP_COMPOSITE,647,-0.00985433
vib_inner_race_007,IMP_INTERP_COMPOSITE,648,-0.130273
vib_inner_race_007,IMP_INTERP_COMPOSITE,649,0.105258
vib_inner_race_007,IMP_INTERP_COMPOSITE,650,0.340789
vib_inner_race_007,IMP_INTERP_COMPOSITE,651,0.125969
vib_inner_race_007,IMP_INTERP_COMPOSITE,652,-0.088852
vib_inner_race_007,IMP_INTERP_COMPOSITE,653,-0.10246
vib_inner_race_007,IMP_INTERP_COMPOSITE,654,-0.116069
vib_inner_race_007,IMP_INTERP_COMPOSITE,655,-0.129677
vib_inner_race_007,IMP_INTERP_COMPOSITE,656,-0.143286
vib_inner_race_007,IMP_INTERP_COMPOSITE,657,-0.156894
vib_inner_race_007,IMP_INTERP_COMPOSITE,658,-0.170503
vib_inner_race_007,IMP_INTERP_COMPOSITE,659,-0.184111
vib_inner_race_007,IMP_INTERP_COMPOSITE,660,-0.19772
vib_inner_race_007,IMP_INTERP_COMPOSITE,661,-0.211328
vib_inner_race_007,IMP_INTERP_COMPOSITE,662,-0.087918
vib_inner_race_007,IMP_INTERP_COMPOSITE,663,0.035492
vib_inner_race_007,IMP_INTERP_COMPOSITE,664,0.158902
vib_inner_race_007,IMP_INTERP_COMPOSITE,665,0.282312
vib_inner_race_007,IMP_INTERP_COMPOSITE,666,0.245323
vib_inner_race_007,IMP_INTERP_COMPOSITE,667,0.208334
vib_inner_race_007,IMP_INTERP_COMPOSITE,668,0.171346
vib_inner_race_007,IMP_INTERP_COMPOSITE,669,0.134357
vib_inner_race_007,IMP_INTERP_COMPOSITE,670,0.0973681
vib_inner_race_007,IMP_INTERP_COMPOSITE,671,0.0603793
vib_inner_race_007,IMP_INTERP_COMPOSITE,672,0.0233905
vib_inner_race_007,IMP_INTERP_COMPOSITE,673,-0.0135983
vib_inner_race_007,IMP_INTERP_COMPOSITE,674,-0.0505871
vib_inner_race_007,IMP_INTERP_COMPOSITE,675,-0.0875759
vib_inner_race_007,IMP_INTERP_COMPOSITE,676,-0.124565
vib_inner_race_007,IMP_INTERP_COMPOSITE,677,-0.161553
vib_inner_race_007,IMP_INTERP_COMPOSITE,678,-0.198542
vib_inner_race_007,IMP_INTERP_COMPOSITE,679,-0.235531
vib_inner_race_007,IMP_INTERP_COMPOSITE,680,-0.126862
vib_inner_race_007,IMP_INTERP_COMPOSITE,681,-0.018193
vib_inner_race_007,IMP_INTERP_COMPOSITE,682,0.090476
vib_inner_race_007,IMP_INTERP_COMPOSITE,683,-0.220424
vib_inner_race_007,IMP_INTERP_COMPOSITE,684,0.268262
