signal,method,bin,norm_freq,magnitude
vib_inner_race_007,LTTB_OFFLINE,8,0.015625,7.54143
vib_inner_race_007,LTTB_OFFLINE,9,0.0175781,1.53048
vib_inner_race_007,LTTB_OFFLINE,10,0.0195312,7.1149
vib_inner_race_007,LTTB_OFFLINE,11,0.0214844,0.874283
vib_inner_race_007,LTTB_OFFLINE,12,0.0234375,4.01739
vib_inner_race_007,LTTB_OFFLINE,13,0.0253906,3.69901
vib_inner_race_007,LTTB_OFFLINE,14,0.0273438,6.86652
vib_inner_race_007,LTTB_OFFLINE,15,0.0292969,7.0424
vib_inner_race_007,LTTB_OFFLINE,16,0.03125,1.21688
vib_inner_race_007,LTTB_OFFLINE,17,0.0332031,3.56839
vib_inner_race_007,LTTB_OFFLINE,18,0.0351562,6.45472
vib_inner_race_007,LTTB_OFFLINE,19,0.0371094,5.31552
vib_inner_race_007,LTTB_OFFLINE,20,0.0390625,6.45154
vib_inner_race_007,LTTB_OFFLINE,21,0.0410156,7.27985
vib_inner_race_007,LTTB_OFFLINE,22,0.0429688,4.05691
vib_inner_race_007,LTTB_OFFLINE,23,0.0449219,2.62499
vib_inner_race_007,LTTB_OFFLINE,24,0.046875,5.50024
vib_inner_race_007,LTTB_OFFLINE,25,0.0488281,3.07568
vib_inner_race_007,LTTB_OFFLINE,26,0.0507812,14.2663
vib_inner_race_007,LTTB_OFFLINE,27,0.0527344,1.39946
vib_inner_race_007,LTTB_OFFLINE,28,0.0546875,7.05609
vib_inner_race_007,LTTB_OFFLINE,29,0.0566406,9.53357
vib_inner_race_007,LTTB_OFFLINE,30,0.0585938,3.68486
vib_inner_race_007,LTTB_OFFLINE,31,0.0605469,0.590694
vib_inner_race_007,LTTB_OFFLINE,32,0.0625,7.54289
vib_inner_race_007,LTTB_OFFLINE,33,0.0644531,4.73436
vib_inner_race_007,LTTB_OFFLINE,34,0.0664062,6.07136
vib_inner_race_007,LTTB_OFFLINE,35,0.0683594,0.901928
vib_inner_race_007,LTTB_OFFLINE,36,0.0703125,4.54818
vib_inner_race_007,LTTB_OFFLINE,37,0.0722656,4.38319
vib_inner_race_007,LTTB_OFFLINE,38,0.0742188,7.13849
vib_inner_race_007,LTTB_OFFLINE,39,0.0761719,5.18259
vib_inner_race_007,LTTB_OFFLINE,40,0.078125,1.13389
vib_inner_race_007,LTTB_OFFLINE,41,0.0800781,4.45736
vib_inner_race_007,LTTB_OFFLINE,42,0.0820312,7.66739
vib_inner_race_007,LTTB_OFFLINE,43,0.0839844,3.06398
vib_inner_race_007,LTTB_OFFLINE,44,0.0859375,1.48807
vib_inner_race_007,LTTB_OFFLINE,45,0.0878906,8.92591
vib_inner_race_007,LTTB_OFFLINE,46,0.0898438,4.12674
vib_inner_race_007,LTTB_OFFLINE,47,0.0917969,5.86863
vib_inner_race_007,LTTB_OFFLINE,48,0.09375,4.92808
vib_inner_race_007,LTTB_OFFLINE,49,0.0957031,9.15153
vib_inner_race_007,LTTB_OFFLINE,50,0.0976562,12.3769
vib_inner_race_007,LTTB_OFFLINE,51,0.0996094,13.4865
vib_inner_race_007,LTTB_OFFLINE,52,0.101562,7.79006
vib_inner_race_007,LTTB_OFFLINE,53,0.103516,11.3595
vib_inner_race_007,LTTB_OFFLINE,54,0.105469,9.46227
vib_inner_race_007,LTTB_OFFLINE,55,0.107422,1.96358
vib_inner_race_007,LTTB_OFFLINE,56,0.109375,22.8407
vib_inner_race_007,LTTB_OFFLINE,57,0.111328,14.1163
vib_inner_race_007,LTTB_OFFLINE,58,0.113281,5.5006
vib_inner_race_007,LTTB_OFFLINE,59,0.115234,6.50188
vib_inner_race_007,LTTB_OFFLINE,60,0.117188,4.97975
vib_inner_race_007,LTTB_OFFLINE,61,0.119141,8.22985
vib_inner_race_007,LTTB_OFFLINE,62,0.121094,2.11207
vib_inner_race_007,LTTB_OFFLINE,63,0.123047,14.1161
vib_inner_race_007,LTTB_OFFLINE,64,0.125,3.40933
vib_inner_race_007,LTTB_OFFLINE,65,0.126953,4.48579
vib_inner_race_007,LTTB_OFFLINE,66,0.128906,2.37629
vib_inner_race_007,LTTB_OFFLINE,67,0.130859,7.15511
vib_inner_race_007,LTTB_OFFLINE,68,0.132812,4.4911
vib_inner_race_007,LTTB_OFFLINE,69,0.134766,7.0579
vib_inner_race_007,LTTB_OFFLINE,70,0.136719,5.29447
vib_inner_race_007,LTTB_OFFLINE,71,0.138672,8.64452
vib_inner_race_007,LTTB_OFFLINE,72,0.140625,1.17534
vib_inner_race_007,LTTB_OFFLINE,73,0.142578,3.27105
vib_inner_race_007,LTTB_OFFLINE,74,0.144531,9.40829
vib_inner_race_007,LTTB_OFFLINE,75,0.146484,3.60257
vib_inner_race_007,LTTB_OFFLINE,76,0.148438,4.66847
vib_inner_race_007,LTTB_OFFLINE,77,0.150391,7.39486
vib_inner_race_007,LTTB_OFFLINE,78,0.152344,3.19283
vib_inner_race_007,LTTB_OFFLINE,79,0.154297,2.53307
vib_inner_race_007,LTTB_OFFLINE,80,0.15625,4.65121
vib_inner_race_007,LTTB_OFFLINE,81,0.158203,10.6987
vib_inner_race_007,LTTB_OFFLINE,82,0.160156,3.67678
vib_inner_race_007,LTTB_OFFLINE,83,0.162109,0.902777
vib_inner_race_007,LTTB_OFFLINE,84,0.164062,8.21665
vib_inner_race_007,LTTB_OFFLINE,85,0.166016,2.91966
vib_inner_race_007,LTTB_OFFLINE,86,0.167969,4.15439
vib_inner_race_007,LTTB_OFFLINE,87,0.169922,5.13642
vib_inner_race_007,LTTB_OFFLINE,88,0.171875,4.14044
vib_inner_race_007,LTTB_OFFLINE,89,0.173828,7.78735
vib_inner_race_007,LTTB_OFFLINE,90,0.175781,5.80176
vib_inner_race_007,LTTB_OFFLINE,91,0.177734,4.2489
vib_inner_race_007,LTTB_OFFLINE,92,0.179688,1.42349
vib_inner_race_007,LTTB_OFFLINE,93,0.181641,6.85763
vib_inner_race_007,LTTB_OFFLINE,94,0.183594,5.78576
vib_inner_race_007,LTTB_OFFLINE,95,0.185547,5.25736
vib_inner_race_007,LTTB_OFFLINE,96,0.1875,2.75467
vib_inner_race_007,LTTB_OFFLINE,97,0.189453,4.72001
vib_inner_race_007,LTTB_OFFLINE,98,0.191406,5.76105
vib_inner_race_007,LTTB_OFFLINE,99,0.193359,3.47795
vib_inner_race_007,LTTB_OFFLINE,100,0.195312,5.20953
vib_inner_race_007,LTTB_OFFLINE,101,0.197266,8.50802
vib_inner_race_007,LTTB_OFFLINE,102,0.199219,7.16203
vib_inner_race_007,LTTB_OFFLINE,103,0.201172,4.12667
vib_inner_race_007,LTTB_OFFLINE,104,0.203125,16.0947
vib_inner_race_007,LTTB_OFFLINE,105,0.205078,19.7263
vib_inner_race_007,LTTB_OFFLINE,106,0.207031,14.2556
vib_inner_race_007,LTTB_OFFLINE,107,0.208984,8.99961
vib_inner_race_007,LTTB_OFFLINE,108,0.210938,7.48163
vib_inner_race_007,LTTB_OFFLINE,109,0.212891,13.4019
vib_inner_race_007,LTTB_OFFLINE,110,0.214844,9.80966
vib_inner_race_007,LTTB_OFFLINE,111,0.216797,25.3508
vib_inner_race_007,LTTB_OFFLINE,112,0.21875,14.2771
vib_inner_race_007,LTTB_OFFLINE,113,0.220703,6.56353
vib_inner_race_007,LTTB_OFFLINE,114,0.222656,3.15327
vib_inner_race_007,LTTB_OFFLINE,115,0.224609,4.53211
vib_inner_race_007,LTTB_OFFLINE,116,0.226562,14.0326
vib_inner_race_007,LTTB_OFFLINE,117,0.228516,8.55441
vib_inner_race_007,LTTB_OFFLINE,118,0.230469,12.2696
vib_inner_race_007,LTTB_OFFLINE,119,0.232422,12.6413
vib_inner_race_007,LTTB_OFFLINE,120,0.234375,7.66081
vib_inner_race_007,LTTB_OFFLINE,121,0.236328,5.46231
vib_inner_race_007,LTTB_OFFLINE,122,0.238281,6.91439
vib_inner_race_007,LTTB_OFFLINE,123,0.240234,17.2205
vib_inner_race_007,LTTB_OFFLINE,124,0.242188,5.82517
vib_inner_race_007,LTTB_OFFLINE,125,0.244141,7.30897
vib_inner_race_007,LTTB_OFFLINE,126,0.246094,7.53389
vib_inner_race_007,LTTB_OFFLINE,127,0.248047,5.0731
vib_inner_race_007,LTTB_OFFLINE,128,0.25,1.30654
vib_inner_race_007,LTTB_OFFLINE,129,0.251953,4.82454
vib_inner_race_007,LTTB_OFFLINE,130,0.253906,4.45311
vib_inner_race_007,LTTB_OFFLINE,131,0.255859,1.87239
vib_inner_race_007,LTTB_OFFLINE,132,0.257812,5.56583
vib_inner_race_007,LTTB_OFFLINE,133,0.259766,3.97899
vib_inner_race_007,LTTB_OFFLINE,134,0.261719,4.66526
vib_inner_race_007,LTTB_OFFLINE,135,0.263672,0.149926
vib_inner_race_007,LTTB_OFFLINE,136,0.265625,1.47813
vib_inner_race_007,LTTB_OFFLINE,137,0.267578,2.96655
vib_inner_race_007,LTTB_OFFLINE,138,0.269531,1.01948
vib_inner_race_007,LTTB_OFFLINE,139,0.271484,6.01906
vib_inner_race_007,LTTB_OFFLINE,140,0.273438,3.08833
vib_inner_race_007,LTTB_OFFLINE,141,0.275391,3.64086
vib_inner_race_007,LTTB_OFFLINE,142,0.277344,1.7882
vib_inner_race_007,LTTB_OFFLINE,143,0.279297,4.43358
vib_inner_race_007,LTTB_OFFLINE,144,0.28125,5.35768
vib_inner_race_007,LTTB_OFFLINE,145,0.283203,6.25275
vib_inner_race_007,LTTB_OFFLINE,146,0.285156,9.10524
vib_inner_race_007,LTTB_OFFLINE,147,0.287109,4.07585
vib_inner_race_007,LTTB_OFFLINE,148,0.289062,3.92331
vib_inner_race_007,LTTB_OFFLINE,149,0.291016,0.429565
vib_inner_race_007,LTTB_OFFLINE,150,0.292969,5.70434
vib_inner_race_007,LTTB_OFFLINE,151,0.294922,4.54379
vib_inner_race_007,LTTB_OFFLINE,152,0.296875,7.18164
vib_inner_race_007,LTTB_OFFLINE,153,0.298828,16.6445
vib_inner_race_007,LTTB_OFFLINE,154,0.300781,9.46961
vib_inner_race_007,LTTB_OFFLINE,155,0.302734,2.96232
vib_inner_race_007,LTTB_OFFLINE,156,0.304688,2.59068
vib_inner_race_007,LTTB_OFFLINE,157,0.306641,8.263
vib_inner_race_007,LTTB_OFFLINE,158,0.308594,1.65606
vib_inner_race_007,LTTB_OFFLINE,159,0.310547,6.13411
vib_inner_race_007,LTTB_OFFLINE,160,0.3125,2.52181
vib_inner_race_007,LTTB_OFFLINE,161,0.314453,4.02096
vib_inner_race_007,LTTB_OFFLINE,162,0.316406,1.89034
vib_inner_race_007,LTTB_OFFLINE,163,0.318359,1.69322
vib_inner_race_007,LTTB_OFFLINE,164,0.320312,5.04097
vib_inner_race_007,LTTB_OFFLINE,165,0.322266,2.55399
vib_inner_race_007,LTTB_OFFLINE,166,0.324219,5.07774
vib_inner_race_007,LTTB_OFFLINE,167,0.326172,4.19122
vib_inner_race_007,LTTB_OFFLINE,168,0.328125,1.72065
vib_inner_race_007,LTTB_OFFLINE,169,0.330078,1.61623
vib_inner_race_007,LTTB_OFFLINE,170,0.332031,2.7328
vib_inner_race_007,LTTB_OFFLINE,171,0.333984,2.64258
vib_inner_race_007,LTTB_OFFLINE,172,0.335938,0.201428
vib_inner_race_007,LTTB_OFFLINE,173,0.337891,0.897664
vib_inner_race_007,LTTB_OFFLINE,174,0.339844,1.57686
vib_inner_race_007,LTTB_OFFLINE,175,0.341797,2.12309
vib_inner_race_007,LTTB_OFFLINE,176,0.34375,2.93981
vib_inner_race_007,LTTB_OFFLINE,177,0.345703,1.15857
vib_inner_race_007,LTTB_OFFLINE,178,0.347656,0.236077
vib_inner_race_007,LTTB_OFFLINE,179,0.349609,2.21504
vib_inner_race_007,LTTB_OFFLINE,180,0.351562,1.46555
vib_inner_race_007,LTTB_OFFLINE,181,0.353516,1.00376
vib_inner_race_007,LTTB_OFFLINE,182,0.355469,2.58694
vib_inner_race_007,LTTB_OFFLINE,183,0.357422,1.38074
vib_inner_race_007,LTTB_OFFLINE,184,0.359375,2.32372
vib_inner_race_007,LTTB_OFFLINE,185,0.361328,3.53981
vib_inner_race_007,LTTB_OFFLINE,186,0.363281,1.00253
vib_inner_race_007,LTTB_OFFLINE,187,0.365234,3.02957
vib_inner_race_007,LTTB_OFFLINE,188,0.367188,1.85371
vib_inner_race_007,LTTB_OFFLINE,189,0.369141,1.71585
vib_inner_race_007,LTTB_OFFLINE,190,0.371094,0.801333
vib_inner_race_007,LTTB_OFFLINE,191,0.373047,1.37246
vib_inner_race_007,LTTB_OFFLINE,192,0.375,2.78779
vib_inner_race_007,LTTB_OFFLINE,193,0.376953,1.82684
vib_inner_race_007,LTTB_OFFLINE,194,0.378906,2.15176
vib_inner_race_007,LTTB_OFFLINE,195,0.380859,0.223792
vib_inner_race_007,LTTB_OFFLINE,196,0.382812,1.53633
vib_inner_race_007,LTTB_OFFLINE,197,0.384766,0.694324
vib_inner_race_007,LTTB_OFFLINE,198,0.386719,1.44115
vib_inner_race_007,LTTB_OFFLINE,199,0.388672,0.968565
vib_inner_race_007,LTTB_OFFLINE,200,0.390625,0.989355
vib_inner_race_007,LTTB_OFFLINE,201,0.392578,1.08465
vib_inner_race_007,LTTB_OFFLINE,202,0.394531,1.05633
vib_inner_race_007,LTTB_OFFLINE,203,0.396484,1.45342
vib_inner_race_007,LTTB_OFFLINE,204,0.398438,0.826842
vib_inner_race_007,LTTB_OFFLINE,205,0.400391,3.33874
vib_inner_race_007,LTTB_OFFLINE,206,0.402344,0.98898
vib_inner_race_007,LTTB_OFFLINE,207,0.404297,2.54864
vib_inner_race_007,LTTB_OFFLINE,208,0.40625,1.33338
vib_inner_race_007,LTTB_OFFLINE,209,0.408203,0.988141
vib_inner_race_007,LTTB_OFFLINE,210,0.410156,3.40536
vib_inner_race_007,LTTB_OFFLINE,211,0.412109,1.58049
vib_inner_race_007,LTTB_OFFLINE,212,0.414062,1.64808
vib_inner_race_007,LTTB_OFFLINE,213,0.416016,0.738716
vib_inner_race_007,LTTB_OFFLINE,214,0.417969,0.658947
vib_inner_race_007,LTTB_OFFLINE,215,0.419922,1.33221
vib_inner_race_007,LTTB_OFFLINE,216,0.421875,1.3154
vib_inner_race_007,LTTB_OFFLINE,217,0.423828,1.39934
vib_inner_race_007,LTTB_OFFLINE,218,0.425781,1.31332
vib_inner_race_007,LTTB_OFFLINE,219,0.427734,0.749556
vib_inner_race_007,LTTB_OFFLINE,220,0.429688,2.24925
vib_inner_race_007,LTTB_OFFLINE,221,0.431641,0.599871
vib_inner_race_007,LTTB_OFFLINE,222,0.433594,0.893453
vib_inner_race_007,LTTB_OFFLINE,223,0.435547,1.04901
vib_inner_race_007,LTTB_OFFLINE,224,0.4375,0.942998
vib_inner_race_007,LTTB_OFFLINE,225,0.439453,2.00245
vib_inner_race_007,LTTB_OFFLINE,226,0.441406,3.45781
vib_inner_race_007,LTTB_OFFLINE,227,0.443359,2.2226
vib_inner_race_007,LTTB_OFFLINE,228,0.445312,1.19483
vib_inner_race_007,LTTB_OFFLINE,229,0.447266,1.35438
vib_inner_race_007,LTTB_OFFLINE,230,0.449219,2.6951
vib_inner_race_007,LTTB_OFFLINE,231,0.451172,2.22171
vib_inner_race_007,LTTB_OFFLINE,232,0.453125,1.46585
vib_inner_race_007,LTTB_OFFLINE,233,0.455078,1.63058
vib_inner_race_007,LTTB_OFFLINE,234,0.457031,1.45244
vib_inner_race_007,LTTB_OFFLINE,235,0.458984,0.758131
vib_inner_race_007,LTTB_OFFLINE,236,0.460938,0.831708
vib_inner_race_007,LTTB_OFFLINE,237,0.462891,2.31157
vib_inner_race_007,LTTB_OFFLINE,238,0.464844,0.389172
vib_inner_race_007,LTTB_OFFLINE,239,0.466797,1.39679
vib_inner_race_007,LTTB_OFFLINE,240,0.46875,0.424931
vib_inner_race_007,LTTB_OFFLINE,241,0.470703,0.397771
vib_inner_race_007,LTTB_OFFLINE,242,0.472656,0.77055
vib_inner_race_007,LTTB_OFFLINE,243,0.474609,1.18406
vib_inner_race_007,LTTB_OFFLINE,244,0.476562,0.454207
vib_inner_race_007,LTTB_OFFLINE,245,0.478516,0.964602
vib_inner_race_007,LTTB_OFFLINE,246,0.480469,1.87918
vib_inner_race_007,LTTB_OFFLINE,247,0.482422,1.15004
vib_inner_race_007,LTTB_OFFLINE,248,0.484375,2.42964
vib_inner_race_007,LTTB_OFFLINE,249,0.486328,0.580594
vib_inner_race_007,LTTB_OFFLINE,250,0.488281,0.959181
vib_inner_race_007,LTTB_OFFLINE,251,0.490234,1.41987
vib_inner_race_007,LTTB_OFFLINE,252,0.492188,1.33503
vib_inner_race_007,LTTB_OFFLINE,253,0.494141,2.3108
vib_inner_race_007,LTTB_OFFLINE,254,0.496094,1.59828
vib_inner_race_007,LTTB_OFFLINE,255,0.498047,1.7556
vib_inner_race_007,IMP_INTERP_COMPOSITE,0,0,8.97878
vib_inner_race_007,IMP_INTERP_COMPOSITE,1,0.00195312,1.40676
vib_inner_race_007,IMP_INTERP_COMPOSITE,2,0.00390625,0.546744
vib_inner_race_007,IMP_INTERP_COMPOSITE,3,0.00585938,1.41364
vib_inner_race_007,IMP_INTERP_COMPOSITE,4,0.0078125,2.29176
vib_inner_race_007,IMP_INTERP_COMPOSITE,5,0.00976562,1.12128
vib_inner_race_007,IMP_INTERP_COMPOSITE,6,0.0117188,0.28505
vib_inner_race_007,IMP_INTERP_COMPOSITE,7,0.0136719,5.58409
vib_inner_race_007,IMP_INTERP_COMPOSITE,8,0.015625,3.04735
vib_inner_race_007,IMP_INTERP_COMPOSITE,9,0.0175781,2.33131
vib_inner_race_007,IMP_INTERP_COMPOSITE,10,0.0195312,1.77585
vib_inner_race_007,IMP_INTERP_COMPOSITE,11,0.0214844,1.31962
vib_inner_race_007,IMP_INTERP_COMPOSITE,12,0.0234375,2.12657
vib_inner_race_007,IMP_INTERP_COMPOSITE,13,0.0253906,3.55726
vib_inner_race_007,IMP_INTERP_COMPOSITE,14,0.0273438,1.76235
vib_inner_race_007,IMP_INTERP_COMPOSITE,15,0.0292969,1.81208
vib_inner_race_007,IMP_INTERP_COMPOSITE,16,0.03125,1.93256
vib_inner_race_007,IMP_INTERP_COMPOSITE,17,0.0332031,1.08434
vib_inner_race_007,IMP_INTERP_COMPOSITE,18,0.0351562,2.92691
vib_inner_race_007,IMP_INTERP_COMPOSITE,19,0.0371094,4.8933
vib_inner_race_007,IMP_INTERP_COMPOSITE,20,0.0390625,4.60594
vib_inner_race_007,IMP_INTERP_COMPOSITE,21,0.0410156,3.28388
vib_inner_race_007,IMP_INTERP_COMPOSITE,22,0.0429688,3.52878
vib_inner_race_007,IMP_INTERP_COMPOSITE,23,0.0449219,2.91334
vib_inner_race_007,IMP_INTERP_COMPOSITE,24,0.046875,2.14609
vib_inner_race_007,IMP_INTERP_COMPOSITE,25,0.0488281,1.92703
vib_inner_race_007,IMP_INTERP_COMPOSITE,26,0.0507812,14.4491
vib_inner_race_007,IMP_INTERP_COMPOSITE,27,0.0527344,2.76263
vib_inner_race_007,IMP_INTERP_COMPOSITE,28,0.0546875,2.81482
vib_inner_race_007,IMP_INTERP_COMPOSITE,29,0.0566406,8.54525
vib_inner_race_007,IMP_INTERP_COMPOSITE,30,0.0585938,0.692124
vib_inner_race_007,IMP_INTERP_COMPOSITE,31,0.0605469,2.14697
vib_inner_race_007,IMP_INTERP_COMPOSITE,32,0.0625,4.06441
vib_inner_race_007,IMP_INTERP_COMPOSITE,33,0.0644531,2.43678
vib_inner_race_007,IMP_INTERP_COMPOSITE,34,0.0664062,2.16031
vib_inner_race_007,IMP_INTERP_COMPOSITE,35,0.0683594,1.44149
vib_inner_race_007,IMP_INTERP_COMPOSITE,36,0.0703125,0.72297
vib_inner_race_007,IMP_INTERP_COMPOSITE,37,0.0722656,2.15344
vib_inner_race_007,IMP_INTERP_COMPOSITE,38,0.0742188,1.95051
vib_inner_race_007,IMP_INTERP_COMPOSITE,39,0.0761719,1.04638
vib_inner_race_007,IMP_INTERP_COMPOSITE,40,0.078125,3.69614
vib_inner_race_007,IMP_INTERP_COMPOSITE,41,0.0800781,1.5203
vib_inner_race_007,IMP_INTERP_COMPOSITE,42,0.0820312,0.67412
vib_inner_race_007,IMP_INTERP_COMPOSITE,43,0.0839844,5.10153
vib_inner_race_007,IMP_INTERP_COMPOSITE,44,0.0859375,5.42806
vib_inner_race_007,IMP_INTERP_COMPOSITE,45,0.0878906,1.18579
vib_inner_race_007,IMP_INTERP_COMPOSITE,46,0.0898438,1.68799
vib_inner_race_007,IMP_INTERP_COMPOSITE,47,0.0917969,3.8685
vib_inner_race_007,IMP_INTERP_COMPOSITE,48,0.09375,10.0447
vib_inner_race_007,IMP_INTERP_COMPOSITE,49,0.0957031,8.85754
vib_inner_race_007,IMP_INTERP_COMPOSITE,50,0.0976562,10.1718
vib_inner_race_007,IMP_INTERP_COMPOSITE,51,0.0996094,10.7963
vib_inner_race_007,IMP_INTERP_COMPOSITE,52,0.101562,5.431
vib_inner_race_007,IMP_INTERP_COMPOSITE,53,0.103516,8.49273
vib_inner_race_007,IMP_INTERP_COMPOSITE,54,0.105469,13.4266
vib_inner_race_007,IMP_INTERP_COMPOSITE,55,0.107422,4.44785
vib_inner_race_007,IMP_INTERP_COMPOSITE,56,0.109375,15.6622
vib_inner_race_007,IMP_INTERP_COMPOSITE,57,0.111328,9.54821
vib_inner_race_007,IMP_INTERP_COMPOSITE,58,0.113281,2.84118
vib_inner_race_007,IMP_INTERP_COMPOSITE,59,0.115234,5.18174
vib_inner_race_007,IMP_INTERP_COMPOSITE,60,0.117188,6.18375
vib_inner_race_007,IMP_INTERP_COMPOSITE,61,0.119141,5.62088
vib_inner_race_007,IMP_INTERP_COMPOSITE,62,0.121094,3.29577
vib_inner_race_007,IMP_INTERP_COMPOSITE,63,0.123047,12.7089
vib_inner_race_007,IMP_INTERP_COMPOSITE,64,0.125,4.28932
vib_inner_race_007,IMP_INTERP_COMPOSITE,65,0.126953,3.50154
vib_inner_race_007,IMP_INTERP_COMPOSITE,66,0.128906,2.89279
vib_inner_race_007,IMP_INTERP_COMPOSITE,67,0.130859,6.61795
vib_inner_race_007,IMP_INTERP_COMPOSITE,68,0.132812,3.57176
vib_inner_race_007,IMP_INTERP_COMPOSITE,69,0.134766,2.8632
vib_inner_race_007,IMP_INTERP_COMPOSITE,70,0.136719,3.70658
vib_inner_race_007,IMP_INTERP_COMPOSITE,71,0.138672,3.32124
vib_inner_race_007,IMP_INTERP_COMPOSITE,72,0.140625,4.73209
vib_inner_race_007,IMP_INTERP_COMPOSITE,73,0.142578,4.33459
vib_inner_race_007,IMP_INTERP_COMPOSITE,74,0.144531,6.55478
vib_inner_race_007,IMP_INTERP_COMPOSITE,75,0.146484,2.89252
vib_inner_race_007,IMP_INTERP_COMPOSITE,76,0.148438,3.6247
vib_inner_race_007,IMP_INTERP_COMPOSITE,77,0.150391,3.27312
vib_inner_race_007,IMP_INTERP_COMPOSITE,78,0.152344,1.97088
vib_inner_race_007,IMP_INTERP_COMPOSITE,79,0.154297,1.47449
vib_inner_race_007,IMP_INTERP_COMPOSITE,80,0.15625,1.26681
vib_inner_race_007,IMP_INTERP_COMPOSITE,81,0.158203,6.50323
vib_inner_race_007,IMP_INTERP_COMPOSITE,82,0.160156,3.59767
vib_inner_race_007,IMP_INTERP_COMPOSITE,83,0.162109,2.85899
vib_inner_race_007,IMP_INTERP_COMPOSITE,84,0.164062,10.3184
vib_inner_race_007,IMP_INTERP_COMPOSITE,85,0.166016,3.10507
vib_inner_race_007,IMP_INTERP_COMPOSITE,86,0.167969,0.113635
vib_inner_race_007,IMP_INTERP_COMPOSITE,87,0.169922,1.28573
vib_inner_race_007,IMP_INTERP_COMPOSITE,88,0.171875,2.41102
vib_inner_race_007,IMP_INTERP_COMPOSITE,89,0.173828,0.157793
vib_inner_race_007,IMP_INTERP_COMPOSITE,90,0.175781,1.19834
vib_inner_race_007,IMP_INTERP_COMPOSITE,91,0.177734,3.37854
vib_inner_race_007,IMP_INTERP_COMPOSITE,92,0.179688,1.36828
vib_inner_race_007,IMP_INTERP_COMPOSITE,93,0.181641,1.6315
vib_inner_race_007,IMP_INTERP_COMPOSITE,94,0.183594,1.27559
vib_inner_race_007,IMP_INTERP_COMPOSITE,95,0.185547,4.64479
vib_inner_race_007,IMP_INTERP_COMPOSITE,96,0.1875,3.69068
vib_inner_race_007,IMP_INTERP_COMPOSITE,97,0.189453,2.72658
vib_inner_race_007,IMP_INTERP_COMPOSITE,98,0.191406,3.6022
vib_inner_race_007,IMP_INTERP_COMPOSITE,99,0.193359,1.86608
vib_inner_race_007,IMP_INTERP_COMPOSITE,100,0.195312,1.24289
vib_inner_race_007,IMP_INTERP_COMPOSITE,101,0.197266,5.75897
vib_inner_race_007,IMP_INTERP_COMPOSITE,102,0.199219,6.71355
vib_inner_race_007,IMP_INTERP_COMPOSITE,103,0.201172,7.55119
vib_inner_race_007,IMP_INTERP_COMPOSITE,104,0.203125,13.0415
vib_inner_race_007,IMP_INTERP_COMPOSITE,105,0.205078,14.1763
vib_inner_race_007,IMP_INTERP_COMPOSITE,106,0.207031,10.8031
vib_inner_race_007,IMP_INTERP_COMPOSITE,107,0.208984,1.0276
vib_inner_race_007,IMP_INTERP_COMPOSITE,108,0.210938,8.0468
vib_inner_race_007,IMP_INTERP_COMPOSITE,109,0.212891,6.75207
vib_inner_race_007,IMP_INTERP_COMPOSITE,110,0.214844,5.73601
vib_inner_race_007,IMP_INTERP_COMPOSITE,111,0.216797,19.9044
vib_inner_race_007,IMP_INTERP_COMPOSITE,112,0.21875,14.9245
vib_inner_race_007,IMP_INTERP_COMPOSITE,113,0.220703,12.5634
vib_inner_race_007,IMP_INTERP_COMPOSITE,114,0.222656,0.782911
vib_inner_race_007,IMP_INTERP_COMPOSITE,115,0.224609,7.91576
vib_inner_race_007,IMP_INTERP_COMPOSITE,116,0.226562,17.0582
vib_inner_race_007,IMP_INTERP_COMPOSITE,117,0.228516,12.0707
vib_inner_race_007,IMP_INTERP_COMPOSITE,118,0.230469,17.4057
vib_inner_race_007,IMP_INTERP_COMPOSITE,119,0.232422,14.6067
vib_inner_race_007,IMP_INTERP_COMPOSITE,120,0.234375,7.0964
vib_inner_race_007,IMP_INTERP_COMPOSITE,121,0.236328,9.4551
vib_inner_race_007,IMP_INTERP_COMPOSITE,122,0.238281,16.8937
vib_inner_race_007,IMP_INTERP_COMPOSITE,123,0.240234,20.4917
vib_inner_race_007,IMP_INTERP_COMPOSITE,124,0.242188,13.6382
vib_inner_race_007,IMP_INTERP_COMPOSITE,125,0.244141,9.5455
vib_inner_race_007,IMP_INTERP_COMPOSITE,126,0.246094,8.25478
vib_inner_race_007,IMP_INTERP_COMPOSITE,127,0.248047,5.66114
vib_inner_race_007,IMP_INTERP_COMPOSITE,128,0.25,1.24048
vib_inner_race_007,IMP_INTERP_COMPOSITE,129,0.251953,4.63317
vib_inner_race_007,IMP_INTERP_COMPOSITE,130,0.253906,3.09637
vib_inner_race_007,IMP_INTERP_COMPOSITE,131,0.255859,5.96028
vib_inner_race_007,IMP_INTERP_COMPOSITE,132,0.257812,2.12237
vib_inner_race_007,IMP_INTERP_COMPOSITE,133,0.259766,3.26921
vib_inner_race_007,IMP_INTERP_COMPOSITE,134,0.261719,2.36297
vib_inner_race_007,IMP_INTERP_COMPOSITE,135,0.263672,2.34283
vib_inner_race_007,IMP_INTERP_COMPOSITE,136,0.265625,3.94871
vib_inner_race_007,IMP_INTERP_COMPOSITE,137,0.267578,1.99568
vib_inner_race_007,IMP_INTERP_COMPOSITE,138,0.269531,3.5234
vib_inner_race_007,IMP_INTERP_COMPOSITE,139,0.271484,11.3378
