method,overload,trial,window_idx,true_label,pred_label,correct,snr_db,spec_corr,class_name
PROPOSED_SPEC,50,4,55,2,2,1,9.08,0.9630,ball_fault
PROPOSED_SPEC,50,4,56,2,2,1,11.24,0.9787,ball_fault
PROPOSED_SPEC,80,0,0,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,0,1,0,0,1,24.68,0.9992,normal
PROPOSED_SPEC,80,0,2,0,0,1,25.62,0.9993,normal
PROPOSED_SPEC,80,0,3,0,0,1,24.50,0.9991,normal
PROPOSED_SPEC,80,0,4,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,0,5,0,0,1,25.44,0.9993,normal
PROPOSED_SPEC,80,0,6,0,0,1,25.69,0.9993,normal
PROPOSED_SPEC,80,0,7,0,0,1,24.56,0.9989,normal
PROPOSED_SPEC,80,0,8,0,0,1,25.10,0.9992,normal
PROPOSED_SPEC,80,0,9,0,0,1,25.57,0.9994,normal
PROPOSED_SPEC,80,0,10,0,0,1,23.45,0.9987,normal
PROPOSED_SPEC,80,0,11,0,0,1,24.92,0.9990,normal
PROPOSED_SPEC,80,0,12,0,0,1,24.64,0.9989,normal
PROPOSED_SPEC,80,0,13,0,0,1,24.88,0.9992,normal
PROPOSED_SPEC,80,0,14,0,0,1,23.85,0.9989,normal
PROPOSED_SPEC,80,0,15,0,0,1,25.06,0.9992,normal
PROPOSED_SPEC,80,0,16,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,0,17,0,0,1,24.85,0.9991,normal
PROPOSED_SPEC,80,0,18,0,0,1,24.25,0.9988,normal
PROPOSED_SPEC,80,0,19,1,1,1,12.16,0.9756,inner_race
PROPOSED_SPEC,80,0,20,1,1,1,12.95,0.9800,inner_race
PROPOSED_SPEC,80,0,21,1,1,1,13.51,0.9824,inner_race
PROPOSED_SPEC,80,0,22,1,1,1,13.73,0.9856,inner_race
PROPOSED_SPEC,80,0,23,1,1,1,14.09,0.9841,inner_race
PROPOSED_SPEC,80,0,24,1,1,1,13.77,0.9828,inner_race
PROPOSED_SPEC,80,0,25,1,1,1,12.70,0.9781,inner_race
PROPOSED_SPEC,80,0,26,1,1,1,12.51,0.9792,inner_race
PROPOSED_SPEC,80,0,27,1,1,1,12.86,0.9767,inner_race
PROPOSED_SPEC,80,0,28,1,1,1,13.23,0.9817,inner_race
PROPOSED_SPEC,80,0,29,1,1,1,13.53,0.9845,inner_race
PROPOSED_SPEC,80,0,30,1,1,1,12.42,0.9767,inner_race
PROPOSED_SPEC,80,0,31,1,1,1,12.40,0.9750,inner_race
PROPOSED_SPEC,80,0,32,1,1,1,14.45,0.9851,inner_race
PROPOSED_SPEC,80,0,33,1,1,1,12.70,0.9752,inner_race
PROPOSED_SPEC,80,0,34,1,1,1,12.19,0.9791,inner_race
PROPOSED_SPEC,80,0,35,1,1,1,13.37,0.9767,inner_race
PROPOSED_SPEC,80,0,36,1,1,1,13.47,0.9834,inner_race
PROPOSED_SPEC,80,0,37,1,1,1,12.45,0.9747,inner_race
PROPOSED_SPEC,80,0,38,2,2,1,9.82,0.9685,ball_fault
PROPOSED_SPEC,80,0,39,2,2,1,9.87,0.9690,ball_fault
PROPOSED_SPEC,80,0,40,2,2,1,9.19,0.9638,ball_fault
PROPOSED_SPEC,80,0,41,2,2,1,9.76,0.9687,ball_fault
PROPOSED_SPEC,80,0,42,2,2,1,9.09,0.9585,ball_fault
PROPOSED_SPEC,80,0,43,2,2,1,10.69,0.9738,ball_fault
PROPOSED_SPEC,80,0,44,2,2,1,9.52,0.9679,ball_fault
PROPOSED_SPEC,80,0,45,2,2,1,9.89,0.9642,ball_fault
PROPOSED_SPEC,80,0,46,2,2,1,9.83,0.9620,ball_fault
PROPOSED_SPEC,80,0,47,2,2,1,9.60,0.9674,ball_fault
PROPOSED_SPEC,80,0,48,2,2,1,9.14,0.9621,ball_fault
PROPOSED_SPEC,80,0,49,2,2,1,8.52,0.9572,ball_fault
PROPOSED_SPEC,80,0,50,2,2,1,10.72,0.9756,ball_fault
PROPOSED_SPEC,80,0,51,2,2,1,10.94,0.9757,ball_fault
PROPOSED_SPEC,80,0,52,2,2,1,9.46,0.9601,ball_fault
PROPOSED_SPEC,80,0,53,2,2,1,10.50,0.9676,ball_fault
PROPOSED_SPEC,80,0,54,2,2,1,10.45,0.9678,ball_fault
PROPOSED_SPEC,80,0,55,2,2,1,8.45,0.9562,ball_fault
PROPOSED_SPEC,80,0,56,2,2,1,10.53,0.9748,ball_fault
PROPOSED_SPEC,80,1,0,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,1,1,0,0,1,24.68,0.9992,normal
PROPOSED_SPEC,80,1,2,0,0,1,25.56,0.9992,normal
PROPOSED_SPEC,80,1,3,0,0,1,24.49,0.9991,normal
PROPOSED_SPEC,80,1,4,0,0,1,25.18,0.9993,normal
PROPOSED_SPEC,80,1,5,0,0,1,25.65,0.9993,normal
PROPOSED_SPEC,80,1,6,0,0,1,25.65,0.9993,normal
PROPOSED_SPEC,80,1,7,0,0,1,24.56,0.9989,normal
PROPOSED_SPEC,80,1,8,0,0,1,25.09,0.9992,normal
PROPOSED_SPEC,80,1,9,0,0,1,25.57,0.9994,normal
PROPOSED_SPEC,80,1,10,0,0,1,23.45,0.9987,normal
PROPOSED_SPEC,80,1,11,0,0,1,24.97,0.9990,normal
PROPOSED_SPEC,80,1,12,0,0,1,24.69,0.9989,normal
PROPOSED_SPEC,80,1,13,0,0,1,24.88,0.9992,normal
PROPOSED_SPEC,80,1,14,0,0,1,23.84,0.9989,normal
PROPOSED_SPEC,80,1,15,0,0,1,25.00,0.9992,normal
PROPOSED_SPEC,80,1,16,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,1,17,0,0,1,24.85,0.9991,normal
PROPOSED_SPEC,80,1,18,0,0,1,24.25,0.9988,normal
PROPOSED_SPEC,80,1,19,1,1,1,12.18,0.9766,inner_race
PROPOSED_SPEC,80,1,20,1,1,1,12.98,0.9795,inner_race
PROPOSED_SPEC,80,1,21,1,1,1,13.51,0.9824,inner_race
PROPOSED_SPEC,80,1,22,1,1,1,13.73,0.9856,inner_race
PROPOSED_SPEC,80,1,23,1,1,1,14.39,0.9858,inner_race
PROPOSED_SPEC,80,1,24,1,1,1,13.74,0.9820,inner_race
PROPOSED_SPEC,80,1,25,1,1,1,12.78,0.9780,inner_race
PROPOSED_SPEC,80,1,26,1,1,1,12.51,0.9792,inner_race
PROPOSED_SPEC,80,1,27,1,1,1,12.86,0.9767,inner_race
PROPOSED_SPEC,80,1,28,1,1,1,12.94,0.9811,inner_race
PROPOSED_SPEC,80,1,29,1,1,1,13.45,0.9843,inner_race
PROPOSED_SPEC,80,1,30,1,1,1,12.48,0.9762,inner_race
PROPOSED_SPEC,80,1,31,1,1,1,12.40,0.9750,inner_race
PROPOSED_SPEC,80,1,32,1,1,1,12.36,0.9740,inner_race
PROPOSED_SPEC,80,1,33,1,1,1,12.70,0.9752,inner_race
PROPOSED_SPEC,80,1,34,1,1,1,12.14,0.9775,inner_race
PROPOSED_SPEC,80,1,35,1,1,1,13.37,0.9767,inner_race
PROPOSED_SPEC,80,1,36,1,1,1,12.85,0.9790,inner_race
PROPOSED_SPEC,80,1,37,1,1,1,12.45,0.9747,inner_race
PROPOSED_SPEC,80,1,38,2,2,1,9.82,0.9685,ball_fault
PROPOSED_SPEC,80,1,39,2,2,1,9.87,0.9690,ball_fault
PROPOSED_SPEC,80,1,40,2,2,1,9.13,0.9636,ball_fault
PROPOSED_SPEC,80,1,41,2,2,1,9.76,0.9687,ball_fault
PROPOSED_SPEC,80,1,42,2,2,1,9.11,0.9599,ball_fault
PROPOSED_SPEC,80,1,43,2,2,1,10.92,0.9752,ball_fault
PROPOSED_SPEC,80,1,44,2,2,1,9.52,0.9679,ball_fault
PROPOSED_SPEC,80,1,45,2,2,1,9.89,0.9642,ball_fault
PROPOSED_SPEC,80,1,46,2,2,1,9.83,0.9620,ball_fault
PROPOSED_SPEC,80,1,47,2,2,1,9.53,0.9659,ball_fault
PROPOSED_SPEC,80,1,48,2,2,1,9.14,0.9621,ball_fault
PROPOSED_SPEC,80,1,49,2,2,1,8.84,0.9588,ball_fault
PROPOSED_SPEC,80,1,50,2,2,1,10.72,0.9756,ball_fault
PROPOSED_SPEC,80,1,51,2,2,1,10.94,0.9749,ball_fault
PROPOSED_SPEC,80,1,52,2,2,1,9.55,0.9613,ball_fault
PROPOSED_SPEC,80,1,53,2,2,1,10.60,0.9684,ball_fault
PROPOSED_SPEC,80,1,54,2,2,1,10.45,0.9678,ball_fault
PROPOSED_SPEC,80,1,55,2,2,1,8.45,0.9562,ball_fault
PROPOSED_SPEC,80,1,56,2,2,1,10.70,0.9753,ball_fault
PROPOSED_SPEC,80,2,0,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,2,1,0,0,1,24.71,0.9991,normal
PROPOSED_SPEC,80,2,2,0,0,1,25.56,0.9992,normal
PROPOSED_SPEC,80,2,3,0,0,1,24.49,0.9991,normal
PROPOSED_SPEC,80,2,4,0,0,1,25.19,0.9993,normal
PROPOSED_SPEC,80,2,5,0,0,1,25.44,0.9993,normal
PROPOSED_SPEC,80,2,6,0,0,1,25.65,0.9993,normal
PROPOSED_SPEC,80,2,7,0,0,1,24.56,0.9989,normal
PROPOSED_SPEC,80,2,8,0,0,1,25.10,0.9992,normal
PROPOSED_SPEC,80,2,9,0,0,1,25.59,0.9994,normal
PROPOSED_SPEC,80,2,10,0,0,1,23.45,0.9987,normal
PROPOSED_SPEC,80,2,11,0,0,1,24.92,0.9990,normal
PROPOSED_SPEC,80,2,12,0,0,1,24.69,0.9989,normal
PROPOSED_SPEC,80,2,13,0,0,1,24.88,0.9992,normal
PROPOSED_SPEC,80,2,14,0,0,1,24.00,0.9989,normal
PROPOSED_SPEC,80,2,15,0,0,1,25.06,0.9992,normal
PROPOSED_SPEC,80,2,16,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,2,17,0,0,1,24.85,0.9991,normal
PROPOSED_SPEC,80,2,18,0,0,1,24.27,0.9989,normal
PROPOSED_SPEC,80,2,19,1,1,1,12.16,0.9756,inner_race
PROPOSED_SPEC,80,2,20,1,1,1,12.97,0.9792,inner_race
PROPOSED_SPEC,80,2,21,1,1,1,13.47,0.9821,inner_race
PROPOSED_SPEC,80,2,22,1,1,1,13.73,0.9856,inner_race
PROPOSED_SPEC,80,2,23,1,1,1,14.39,0.9858,inner_race
PROPOSED_SPEC,80,2,24,1,1,1,13.74,0.9820,inner_race
PROPOSED_SPEC,80,2,25,1,1,1,12.93,0.9777,inner_race
PROPOSED_SPEC,80,2,26,1,1,1,12.96,0.9819,inner_race
PROPOSED_SPEC,80,2,27,1,1,1,12.86,0.9767,inner_race
PROPOSED_SPEC,80,2,28,1,1,1,13.18,0.9818,inner_race
PROPOSED_SPEC,80,2,29,1,1,1,13.53,0.9845,inner_race
PROPOSED_SPEC,80,2,30,1,1,1,12.48,0.9762,inner_race
PROPOSED_SPEC,80,2,31,1,1,1,12.40,0.9750,inner_race
PROPOSED_SPEC,80,2,32,1,1,1,14.04,0.9842,inner_race
PROPOSED_SPEC,80,2,33,1,1,1,12.70,0.9752,inner_race
PROPOSED_SPEC,80,2,34,1,1,1,12.14,0.9775,inner_race
PROPOSED_SPEC,80,2,35,1,1,1,13.37,0.9767,inner_race
PROPOSED_SPEC,80,2,36,1,1,1,12.84,0.9798,inner_race
PROPOSED_SPEC,80,2,37,1,1,1,12.45,0.9747,inner_race
PROPOSED_SPEC,80,2,38,2,2,1,9.82,0.9685,ball_fault
PROPOSED_SPEC,80,2,39,2,2,1,9.87,0.9690,ball_fault
PROPOSED_SPEC,80,2,40,2,2,1,9.12,0.9632,ball_fault
PROPOSED_SPEC,80,2,41,2,2,1,9.79,0.9692,ball_fault
PROPOSED_SPEC,80,2,42,2,2,1,9.23,0.9601,ball_fault
PROPOSED_SPEC,80,2,43,2,2,1,10.92,0.9752,ball_fault
PROPOSED_SPEC,80,2,44,2,2,1,9.52,0.9679,ball_fault
PROPOSED_SPEC,80,2,45,2,2,1,9.89,0.9642,ball_fault
PROPOSED_SPEC,80,2,46,2,2,1,10.25,0.9662,ball_fault
PROPOSED_SPEC,80,2,47,2,2,1,9.53,0.9659,ball_fault
PROPOSED_SPEC,80,2,48,2,2,1,9.12,0.9617,ball_fault
PROPOSED_SPEC,80,2,49,2,2,1,8.93,0.9603,ball_fault
PROPOSED_SPEC,80,2,50,2,2,1,10.72,0.9756,ball_fault
PROPOSED_SPEC,80,2,51,2,2,1,10.94,0.9749,ball_fault
PROPOSED_SPEC,80,2,52,2,2,1,9.52,0.9620,ball_fault
PROPOSED_SPEC,80,2,53,2,2,1,10.50,0.9676,ball_fault
PROPOSED_SPEC,80,2,54,2,2,1,10.45,0.9678,ball_fault
PROPOSED_SPEC,80,2,55,2,2,1,8.45,0.9562,ball_fault
PROPOSED_SPEC,80,2,56,2,2,1,10.55,0.9756,ball_fault
PROPOSED_SPEC,80,3,0,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,3,1,0,0,1,24.68,0.9992,normal
PROPOSED_SPEC,80,3,2,0,0,1,25.62,0.9993,normal
PROPOSED_SPEC,80,3,3,0,0,1,24.49,0.9991,normal
PROPOSED_SPEC,80,3,4,0,0,1,25.19,0.9993,normal
PROPOSED_SPEC,80,3,5,0,0,1,25.44,0.9993,normal
PROPOSED_SPEC,80,3,6,0,0,1,25.69,0.9993,normal
PROPOSED_SPEC,80,3,7,0,0,1,24.56,0.9989,normal
PROPOSED_SPEC,80,3,8,0,0,1,25.10,0.9992,normal
PROPOSED_SPEC,80,3,9,0,0,1,25.57,0.9994,normal
PROPOSED_SPEC,80,3,10,0,0,1,23.46,0.9987,normal
PROPOSED_SPEC,80,3,11,0,0,1,24.92,0.9990,normal
PROPOSED_SPEC,80,3,12,0,0,1,24.69,0.9989,normal
PROPOSED_SPEC,80,3,13,0,0,1,24.88,0.9992,normal
PROPOSED_SPEC,80,3,14,0,0,1,24.11,0.9990,normal
PROPOSED_SPEC,80,3,15,0,0,1,25.00,0.9992,normal
PROPOSED_SPEC,80,3,16,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,3,17,0,0,1,24.85,0.9991,normal
PROPOSED_SPEC,80,3,18,0,0,1,24.25,0.9988,normal
PROPOSED_SPEC,80,3,19,1,1,1,12.19,0.9764,inner_race
PROPOSED_SPEC,80,3,20,1,1,1,12.95,0.9800,inner_race
PROPOSED_SPEC,80,3,21,1,1,1,13.51,0.9824,inner_race
PROPOSED_SPEC,80,3,22,1,1,1,13.75,0.9855,inner_race
PROPOSED_SPEC,80,3,23,1,1,1,14.01,0.9838,inner_race
PROPOSED_SPEC,80,3,24,1,1,1,13.74,0.9820,inner_race
PROPOSED_SPEC,80,3,25,1,1,1,12.78,0.9780,inner_race
PROPOSED_SPEC,80,3,26,1,1,1,12.55,0.9792,inner_race
PROPOSED_SPEC,80,3,27,1,1,1,12.86,0.9767,inner_race
PROPOSED_SPEC,80,3,28,1,1,1,13.10,0.9818,inner_race
PROPOSED_SPEC,80,3,29,1,1,1,13.67,0.9853,inner_race
PROPOSED_SPEC,80,3,30,1,1,1,12.48,0.9762,inner_race
PROPOSED_SPEC,80,3,31,1,1,1,12.39,0.9753,inner_race
PROPOSED_SPEC,80,3,32,1,1,1,13.62,0.9822,inner_race
PROPOSED_SPEC,80,3,33,1,1,1,12.70,0.9752,inner_race
PROPOSED_SPEC,80,3,34,1,1,1,11.95,0.9766,inner_race
PROPOSED_SPEC,80,3,35,1,1,1,13.37,0.9767,inner_race
PROPOSED_SPEC,80,3,36,1,1,1,13.15,0.9812,inner_race
PROPOSED_SPEC,80,3,37,1,1,1,12.45,0.9747,inner_race
PROPOSED_SPEC,80,3,38,2,2,1,9.82,0.9685,ball_fault
PROPOSED_SPEC,80,3,39,2,2,1,9.87,0.9690,ball_fault
PROPOSED_SPEC,80,3,40,2,2,1,9.19,0.9638,ball_fault
PROPOSED_SPEC,80,3,41,2,2,1,9.79,0.9692,ball_fault
PROPOSED_SPEC,80,3,42,2,2,1,9.17,0.9607,ball_fault
PROPOSED_SPEC,80,3,43,2,2,1,10.69,0.9738,ball_fault
PROPOSED_SPEC,80,3,44,2,2,1,9.86,0.9714,ball_fault
PROPOSED_SPEC,80,3,45,2,2,1,10.01,0.9643,ball_fault
PROPOSED_SPEC,80,3,46,2,2,1,9.83,0.9620,ball_fault
PROPOSED_SPEC,80,3,47,2,2,1,9.47,0.9653,ball_fault
PROPOSED_SPEC,80,3,48,2,2,1,9.14,0.9621,ball_fault
PROPOSED_SPEC,80,3,49,2,2,1,8.84,0.9588,ball_fault
PROPOSED_SPEC,80,3,50,2,2,1,10.72,0.9756,ball_fault
PROPOSED_SPEC,80,3,51,2,2,1,10.94,0.9749,ball_fault
PROPOSED_SPEC,80,3,52,2,2,1,9.46,0.9601,ball_fault
PROPOSED_SPEC,80,3,53,2,2,1,10.50,0.9676,ball_fault
PROPOSED_SPEC,80,3,54,2,2,1,10.45,0.9678,ball_fault
PROPOSED_SPEC,80,3,55,2,2,1,8.29,0.9551,ball_fault
PROPOSED_SPEC,80,3,56,2,2,1,10.53,0.9748,ball_fault
PROPOSED_SPEC,80,4,0,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,4,1,0,0,1,24.68,0.9992,normal
PROPOSED_SPEC,80,4,2,0,0,1,25.37,0.9992,normal
PROPOSED_SPEC,80,4,3,0,0,1,24.49,0.9991,normal
PROPOSED_SPEC,80,4,4,0,0,1,25.18,0.9993,normal
PROPOSED_SPEC,80,4,5,0,0,1,25.79,0.9993,normal
PROPOSED_SPEC,80,4,6,0,0,1,25.70,0.9993,normal
PROPOSED_SPEC,80,4,7,0,0,1,24.72,0.9989,normal
PROPOSED_SPEC,80,4,8,0,0,1,25.16,0.9992,normal
PROPOSED_SPEC,80,4,9,0,0,1,25.57,0.9994,normal
PROPOSED_SPEC,80,4,10,0,0,1,23.48,0.9987,normal
PROPOSED_SPEC,80,4,11,0,0,1,24.92,0.9990,normal
PROPOSED_SPEC,80,4,12,0,0,1,24.86,0.9990,normal
PROPOSED_SPEC,80,4,13,0,0,1,24.88,0.9992,normal
PROPOSED_SPEC,80,4,14,0,0,1,23.99,0.9989,normal
PROPOSED_SPEC,80,4,15,0,0,1,25.06,0.9992,normal
PROPOSED_SPEC,80,4,16,0,0,1,25.05,0.9992,normal
PROPOSED_SPEC,80,4,17,0,0,1,24.85,0.9991,normal
PROPOSED_SPEC,80,4,18,0,0,1,24.35,0.9989,normal
PROPOSED_SPEC,80,4,19,1,1,1,12.16,0.9756,inner_race
PROPOSED_SPEC,80,4,20,1,1,1,12.99,0.9791,inner_race
PROPOSED_SPEC,80,4,21,1,1,1,13.51,0.9824,inner_race
PROPOSED_SPEC,80,4,22,1,1,1,13.73,0.9856,inner_race
PROPOSED_SPEC,80,4,23,1,1,1,14.06,0.9842,inner_race
PROPOSED_SPEC,80,4,24,1,1,1,13.90,0.9835,inner_race
PROPOSED_SPEC,80,4,25,1,1,1,12.93,0.9777,inner_race
PROPOSED_SPEC,80,4,26,1,1,1,13.06,0.9829,inner_race
PROPOSED_SPEC,80,4,27,1,1,1,12.86,0.9767,inner_race
PROPOSED_SPEC,80,4,28,1,1,1,13.18,0.9818,inner_race
PROPOSED_SPEC,80,4,29,1,1,1,13.67,0.9853,inner_race
PROPOSED_SPEC,80,4,30,1,1,1,12.38,0.9771,inner_race
PROPOSED_SPEC,80,4,31,1,1,1,12.40,0.9750,inner_race
PROPOSED_SPEC,80,4,32,1,1,1,12.36,0.9740,inner_race
PROPOSED_SPEC,80,4,33,1,1,1,12.85,0.9767,inner_race
PROPOSED_SPEC,80,4,34,1,1,1,12.68,0.9809,inner_race
PROPOSED_SPEC,80,4,35,1,1,1,13.37,0.9767,inner_race
PROPOSED_SPEC,80,4,36,1,1,1,13.49,0.9832,inner_race
PROPOSED_SPEC,80,4,37,1,1,1,12.69,0.9783,inner_race
PROPOSED_SPEC,80,4,38,2,2,1,9.80,0.9665,ball_fault
PROPOSED_SPEC,80,4,39,2,2,1,9.90,0.9689,ball_fault
PROPOSED_SPEC,80,4,40,2,2,1,9.12,0.9632,ball_fault
PROPOSED_SPEC,80,4,41,2,2,1,9.79,0.9692,ball_fault
PROPOSED_SPEC,80,4,42,2,2,1,9.29,0.9636,ball_fault
PROPOSED_SPEC,80,4,43,2,2,1,10.69,0.9724,ball_fault
PROPOSED_SPEC,80,4,44,2,2,1,8.69,0.9542,ball_fault
PROPOSED_SPEC,80,4,45,2,2,1,9.89,0.9642,ball_fault
PROPOSED_SPEC,80,4,46,2,2,1,9.83,0.9620,ball_fault
PROPOSED_SPEC,80,4,47,2,2,1,9.53,0.9659,ball_fault
PROPOSED_SPEC,80,4,48,2,2,1,9.14,0.9621,ball_fault
PROPOSED_SPEC,80,4,49,2,2,1,8.84,0.9588,ball_fault
PROPOSED_SPEC,80,4,50,2,2,1,10.90,0.9761,ball_fault
PROPOSED_SPEC,80,4,51,2,2,1,11.08,0.9762,ball_fault
PROPOSED_SPEC,80,4,52,2,2,1,9.55,0.9613,ball_fault
PROPOSED_SPEC,80,4,53,2,2,1,10.50,0.9676,ball_fault
PROPOSED_SPEC,80,4,54,2,2,1,10.47,0.9683,ball_fault
PROPOSED_SPEC,80,4,55,2,2,1,8.45,0.9584,ball_fault
PROPOSED_SPEC,80,4,56,2,2,1,10.53,0.9748,ball_fault
PROPOSED_SPEC,100,0,0,0,0,1,25.00,0.9992,normal
PROPOSED_SPEC,100,0,1,0,0,1,24.52,0.9991,normal
PROPOSED_SPEC,100,0,2,0,0,1,25.35,0.9992,normal
PROPOSED_SPEC,100,0,3,0,0,1,24.33,0.9990,normal
PROPOSED_SPEC,100,0,4,0,0,1,24.83,0.9992,normal
PROPOSED_SPEC,100,0,5,0,0,1,25.25,0.9992,normal
PROPOSED_SPEC,100,0,6,0,0,1,25.56,0.9993,normal
PROPOSED_SPEC,100,0,7,0,0,1,24.42,0.9988,normal
PROPOSED_SPEC,100,0,8,0,0,1,25.13,0.9991,normal
PROPOSED_SPEC,100,0,9,0,0,1,25.10,0.9993,normal
PROPOSED_SPEC,100,0,10,0,0,1,23.27,0.9987,normal
PROPOSED_SPEC,100,0,11,0,0,1,24.84,0.9990,normal
PROPOSED_SPEC,100,0,12,0,0,1,24.50,0.9989,normal
PROPOSED_SPEC,100,0,13,0,0,1,24.63,0.9991,normal
PROPOSED_SPEC,100,0,14,0,0,1,23.78,0.9988,normal
PROPOSED_SPEC,100,0,15,0,0,1,24.97,0.9992,normal
PROPOSED_SPEC,100,0,16,0,0,1,24.92,0.9991,normal
PROPOSED_SPEC,100,0,17,0,0,1,24.74,0.9991,normal
PROPOSED_SPEC,100,0,18,0,0,1,24.20,0.9988,normal
PROPOSED_SPEC,100,0,19,1,1,1,12.07,0.9752,inner_race
PROPOSED_SPEC,100,0,20,1,1,1,12.88,0.9786,inner_race
PROPOSED_SPEC,100,0,21,1,1,1,13.43,0.9826,inner_race
PROPOSED_SPEC,100,0,22,1,1,1,13.65,0.9851,inner_race
PROPOSED_SPEC,100,0,23,1,1,1,13.85,0.9841,inner_race
PROPOSED_SPEC,100,0,24,1,1,1,13.62,0.9817,inner_race
PROPOSED_SPEC,100,0,25,1,1,1,12.67,0.9778,inner_race
PROPOSED_SPEC,100,0,26,1,1,1,12.41,0.9787,inner_race
PROPOSED_SPEC,100,0,27,1,1,1,12.71,0.9760,inner_race
PROPOSED_SPEC,100,0,28,1,1,1,12.90,0.9813,inner_race
PROPOSED_SPEC,100,0,29,1,1,1,13.45,0.9843,inner_race
PROPOSED_SPEC,100,0,30,1,1,1,12.21,0.9759,inner_race
PROPOSED_SPEC,100,0,31,1,1,1,12.36,0.9756,inner_race
PROPOSED_SPEC,100,0,32,1,1,1,13.87,0.9836,inner_race
PROPOSED_SPEC,100,0,33,1,1,1,12.75,0.9757,inner_race
PROPOSED_SPEC,100,0,34,1,1,1,11.83,0.9766,inner_race
PROPOSED_SPEC,100,0,35,1,1,1,13.20,0.9786,inner_race
PROPOSED_SPEC,100,0,36,1,1,1,13.03,0.9804,inner_race
PROPOSED_SPEC,100,0,37,1,1,1,12.45,0.9779,inner_race
PROPOSED_SPEC,100,0,38,2,2,1,9.45,0.9675,ball_fault
PROPOSED_SPEC,100,0,39,2,2,1,9.79,0.9682,ball_fault
PROPOSED_SPEC,100,0,40,2,2,1,8.90,0.9630,ball_fault
PROPOSED_SPEC,100,0,41,2,2,1,9.60,0.9678,ball_fault
PROPOSED_SPEC,100,0,42,2,2,1,8.97,0.9597,ball_fault
PROPOSED_SPEC,100,0,43,2,2,1,10.34,0.9710,ball_fault
PROPOSED_SPEC,100,0,44,2,2,1,9.90,0.9713,ball_fault
PROPOSED_SPEC,100,0,45,2,2,1,9.64,0.9610,ball_fault
PROPOSED_SPEC,100,0,46,2,2,1,9.51,0.9596,ball_fault
PROPOSED_SPEC,100,0,47,2,2,1,9.25,0.9620,ball_fault
PROPOSED_SPEC,100,0,48,2,2,1,9.03,0.9603,ball_fault
PROPOSED_SPEC,100,0,49,2,2,1,8.94,0.9586,ball_fault
PROPOSED_SPEC,100,0,50,2,2,1,10.59,0.9750,ball_fault
PROPOSED_SPEC,100,0,51,2,2,1,11.04,0.9747,ball_fault
PROPOSED_SPEC,100,0,52,2,2,1,9.37,0.9610,ball_fault
PROPOSED_SPEC,100,0,53,2,2,1,10.27,0.9679,ball_fault
PROPOSED_SPEC,100,0,54,2,2,1,10.23,0.9652,ball_fault
PROPOSED_SPEC,100,0,55,2,2,1,8.41,0.9569,ball_fault
PROPOSED_SPEC,100,0,56,2,2,1,10.41,0.9754,ball_fault
PROPOSED_SPEC,100,1,0,0,0,1,25.00,0.9992,normal
PROPOSED_SPEC,100,1,1,0,0,1,24.52,0.9991,normal
PROPOSED_SPEC,100,1,2,0,0,1,25.51,0.9993,normal
PROPOSED_SPEC,100,1,3,0,0,1,24.33,0.9990,normal
PROPOSED_SPEC,100,1,4,0,0,1,24.83,0.9992,normal
PROPOSED_SPEC,100,1,5,0,0,1,25.25,0.9992,normal
PROPOSED_SPEC,100,1,6,0,0,1,25.56,0.9993,normal
PROPOSED_SPEC,100,1,7,0,0,1,24.42,0.9988,normal
PROPOSED_SPEC,100,1,8,0,0,1,25.13,0.9991,normal
PROPOSED_SPEC,100,1,9,0,0,1,25.03,0.9993,normal
PROPOSED_SPEC,100,1,10,0,0,1,23.27,0.9987,normal
PROPOSED_SPEC,100,1,11,0,0,1,24.81,0.9990,normal
PROPOSED_SPEC,100,1,12,0,0,1,24.50,0.9989,normal
PROPOSED_SPEC,100,1,13,0,0,1,24.63,0.9991,normal
PROPOSED_SPEC,100,1,14,0,0,1,23.78,0.9988,normal
PROPOSED_SPEC,100,1,15,0,0,1,24.97,0.9992,normal
PROPOSED_SPEC,100,1,16,0,0,1,24.92,0.9991,normal
PROPOSED_SPEC,100,1,17,0,0,1,24.69,0.9991,normal
PROPOSED_SPEC,100,1,18,0,0,1,23.98,0.9988,normal
PROPOSED_SPEC,100,1,19,1,1,1,12.07,0.9752,inner_race
PROPOSED_SPEC,100,1,20,1,1,1,12.87,0.9786,inner_race
PROPOSED_SPEC,100,1,21,1,1,1,13.43,0.9826,inner_race
PROPOSED_SPEC,100,1,22,1,1,1,13.65,0.9851,inner_race
PROPOSED_SPEC,100,1,23,1,1,1,13.85,0.9841,inner_race
PROPOSED_SPEC,100,1,24,1,1,1,13.88,0.9836,inner_race
PROPOSED_SPEC,100,1,25,1,1,1,12.67,0.9778,inner_race
PROPOSED_SPEC,100,1,26,1,1,1,12.37,0.9788,inner_race
